country,year,rural_pop_pct,gini_reported,q1,q2,q3,q4,q5,pop_gdp,population count,rural_pop,urban_pop,staple_demand,region_un,oecd_member,incomegroup,Area Code,Item Code,Item,Unit,Y2017,Y2021
Suriname,2017,33.959,38.1,0.0,0.0,0.0,0.0,0.0,13636.0,570501.0,1.0,1.0,1.323712677,Americas,Non-OECD,Upper middle income,207,7010,Cost of vegetables,PPP dollar per person per day,1.26,1.45
Suriname,2017,33.959,38.1,0.0,0.0,0.0,0.0,0.0,13636.0,570501.0,1.0,1.0,1.323712677,Americas,Non-OECD,Upper middle income,207,7011,Cost of fruits,PPP dollar per person per day,0.8,1.07
Suriname,2017,33.959,38.1,0.0,0.0,0.0,0.0,0.0,13636.0,570501.0,1.0,1.0,1.323712677,Americas,Non-OECD,Upper middle income,207,7012,Cost of oils and fats,PPP dollar per person per day,0.14,0.22
Suriname,2017,33.959,38.1,0.0,0.0,0.0,0.0,0.0,13636.0,570501.0,1.0,1.0,1.323712677,Americas,Non-OECD,Upper middle income,207,7005,Percentage of the population unable to afford a healthy diet (percent),%,19.6,25.9
Suriname,2017,33.959,38.1,0.0,0.0,0.0,0.0,0.0,13636.0,570501.0,1.0,1.0,1.323712677,Americas,Non-OECD,Upper middle income,207,7006,Number of people unable to afford a healthy diet (million),million No,0.1,0.2
Sweden,2017,12.854,28.1,8.61,7.0,9.1,11.45,36.625,47401.0,9904895.0,1273175.2,8631720.0,1.044873736,Europe,OECD,High income,210,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,2.71,3.1
Sweden,2017,12.854,28.1,8.61,7.0,9.1,11.45,36.625,47401.0,9904895.0,1273175.2,8631720.0,1.044873736,Europe,OECD,High income,210,7007,Cost of starchy staples,PPP dollar per person per day,0.47,0.31
Sweden,2017,12.854,28.1,8.61,7.0,9.1,11.45,36.625,47401.0,9904895.0,1273175.2,8631720.0,1.044873736,Europe,OECD,High income,210,7008,Cost of animal source foods,PPP dollar per person per day,0.64,0.59
Sweden,2017,12.854,28.1,8.61,7.0,9.1,11.45,36.625,47401.0,9904895.0,1273175.2,8631720.0,1.044873736,Europe,OECD,High income,210,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.35,0.4
Sweden,2017,12.854,28.1,8.61,7.0,9.1,11.45,36.625,47401.0,9904895.0,1273175.2,8631720.0,1.044873736,Europe,OECD,High income,210,7010,Cost of vegetables,PPP dollar per person per day,0.77,0.9
Sweden,2017,12.854,28.1,8.61,7.0,9.1,11.45,36.625,47401.0,9904895.0,1273175.2,8631720.0,1.044873736,Europe,OECD,High income,210,7011,Cost of fruits,PPP dollar per person per day,0.77,0.81
Sweden,2017,12.854,28.1,8.61,7.0,9.1,11.45,36.625,47401.0,9904895.0,1273175.2,8631720.0,1.044873736,Europe,OECD,High income,210,7012,Cost of oils and fats,PPP dollar per person per day,0.09,0.09
Sweden,2017,12.854,28.1,8.61,7.0,9.1,11.45,36.625,47401.0,9904895.0,1273175.2,8631720.0,1.044873736,Europe,OECD,High income,210,7005,Percentage of the population unable to afford a healthy diet (percent),%,3.5,3.6
Sweden,2017,12.854,28.1,8.61,7.0,9.1,11.45,36.625,47401.0,9904895.0,1273175.2,8631720.0,1.044873736,Europe,OECD,High income,210,7006,Number of people unable to afford a healthy diet (million),million No,0.4,0.4
Switzerland,2017,26.239,30.1,8.4,13.5,17.3,22.2,38.7,57971.0,8455797.0,2218716.6,6237080.0,1.017740275,Europe,OECD,High income,211,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,2.39,2.65
Switzerland,2017,26.239,30.1,8.4,13.5,17.3,22.2,38.7,57971.0,8455797.0,2218716.6,6237080.0,1.017740275,Europe,OECD,High income,211,7007,Cost of starchy staples,PPP dollar per person per day,0.21,0.24
Switzerland,2017,26.239,30.1,8.4,13.5,17.3,22.2,38.7,57971.0,8455797.0,2218716.6,6237080.0,1.017740275,Europe,OECD,High income,211,7008,Cost of animal source foods,PPP dollar per person per day,0.67,0.63
Switzerland,2017,26.239,30.1,8.4,13.5,17.3,22.2,38.7,57971.0,8455797.0,2218716.6,6237080.0,1.017740275,Europe,OECD,High income,211,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.25,0.34
Switzerland,2017,26.239,30.1,8.4,13.5,17.3,22.2,38.7,57971.0,8455797.0,2218716.6,6237080.0,1.017740275,Europe,OECD,High income,211,7010,Cost of vegetables,PPP dollar per person per day,0.74,0.7
Switzerland,2017,26.239,30.1,8.4,13.5,17.3,22.2,38.7,57971.0,8455797.0,2218716.6,6237080.0,1.017740275,Europe,OECD,High income,211,7011,Cost of fruits,PPP dollar per person per day,0.58,0.63
Switzerland,2017,26.239,30.1,8.4,13.5,17.3,22.2,38.7,57971.0,8455797.0,2218716.6,6237080.0,1.017740275,Europe,OECD,High income,211,7012,Cost of oils and fats,PPP dollar per person per day,0.07,0.11
Switzerland,2017,26.239,30.1,8.4,13.5,17.3,22.2,38.7,57971.0,8455797.0,2218716.6,6237080.0,1.017740275,Europe,OECD,High income,211,7005,Percentage of the population unable to afford a healthy diet (percent),%,1.3,1.2
Switzerland,2017,26.239,30.1,8.4,13.5,17.3,22.2,38.7,57971.0,8455797.0,2218716.6,6237080.0,1.017740275,Europe,OECD,High income,211,7006,Number of people unable to afford a healthy diet (million),million No,0.1,0.1
Thailand,2017,50.79999999999999,23.543333333333333,6.46,10.553333333333333,14.993333333333334,21.26,46.73333333333333,16286.0,69209824.0,23439060.733333334,22700822.333333332,1.52258683,Asia,Non-OECD,Upper middle income,216,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,4.03,4.53
Thailand,2017,50.79999999999999,23.543333333333333,6.46,10.553333333333333,14.993333333333334,21.26,46.73333333333333,16286.0,69209824.0,23439060.733333334,22700822.333333332,1.52258683,Asia,Non-OECD,Upper middle income,216,7007,Cost of starchy staples,PPP dollar per person per day,0.9,0.82
Thailand,2017,50.79999999999999,23.543333333333333,6.46,10.553333333333333,14.993333333333334,21.26,46.73333333333333,16286.0,69209824.0,23439060.733333334,22700822.333333332,1.52258683,Asia,Non-OECD,Upper middle income,216,7008,Cost of animal source foods,PPP dollar per person per day,0.94,0.89
Thailand,2017,50.79999999999999,23.543333333333333,6.46,10.553333333333333,14.993333333333334,21.26,46.73333333333333,16286.0,69209824.0,23439060.733333334,22700822.333333332,1.52258683,Asia,Non-OECD,Upper middle income,216,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.49,0.98
Thailand,2017,50.79999999999999,23.543333333333333,6.46,10.553333333333333,14.993333333333334,21.26,46.73333333333333,16286.0,69209824.0,23439060.733333334,22700822.333333332,1.52258683,Asia,Non-OECD,Upper middle income,216,7010,Cost of vegetables,PPP dollar per person per day,0.75,0.89
Thailand,2017,50.79999999999999,23.543333333333333,6.46,10.553333333333333,14.993333333333334,21.26,46.73333333333333,16286.0,69209824.0,23439060.733333334,22700822.333333332,1.52258683,Asia,Non-OECD,Upper middle income,216,7011,Cost of fruits,PPP dollar per person per day,0.79,0.79
Thailand,2017,50.79999999999999,23.543333333333333,6.46,10.553333333333333,14.993333333333334,21.26,46.73333333333333,16286.0,69209824.0,23439060.733333334,22700822.333333332,1.52258683,Asia,Non-OECD,Upper middle income,216,7012,Cost of oils and fats,PPP dollar per person per day,0.11,0.15
Thailand,2017,50.79999999999999,23.543333333333333,6.46,10.553333333333333,14.993333333333334,21.26,46.73333333333333,16286.0,69209824.0,23439060.733333334,22700822.333333332,1.52258683,Asia,Non-OECD,Upper middle income,216,7005,Percentage of the population unable to afford a healthy diet (percent),%,21.1,18.3
Thailand,2017,50.79999999999999,23.543333333333333,6.46,10.553333333333333,14.993333333333334,21.26,46.73333333333333,16286.0,69209824.0,23439060.733333334,22700822.333333332,1.52258683,Asia,Non-OECD,Upper middle income,216,7006,Number of people unable to afford a healthy diet (million),million No,14.9,13.1
Uganda,2017,76.804,42.75,6.15,9.83,13.82,20.4,49.81,1768.0,41166588.0,31617586.2,9549002.0,0.0,Africa,Non-OECD,Low income,226,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,3.12,3.15
Uganda,2017,76.804,42.75,6.15,9.83,13.82,20.4,49.81,1768.0,41166588.0,31617586.2,9549002.0,0.0,Africa,Non-OECD,Low income,226,7007,Cost of starchy staples,PPP dollar per person per day,0.49,0.64
Uganda,2017,76.804,42.75,6.15,9.83,13.82,20.4,49.81,1768.0,41166588.0,31617586.2,9549002.0,0.0,Africa,Non-OECD,Low income,226,7008,Cost of animal source foods,PPP dollar per person per day,0.85,1.21
Uganda,2017,76.804,42.75,6.15,9.83,13.82,20.4,49.81,1768.0,41166588.0,31617586.2,9549002.0,0.0,Africa,Non-OECD,Low income,226,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.2,0.3
Uganda,2017,76.804,42.75,6.15,9.83,13.82,20.4,49.81,1768.0,41166588.0,31617586.2,9549002.0,0.0,Africa,Non-OECD,Low income,226,7010,Cost of vegetables,PPP dollar per person per day,0.53,0.42
Uganda,2017,76.804,42.75,6.15,9.83,13.82,20.4,49.81,1768.0,41166588.0,31617586.2,9549002.0,0.0,Africa,Non-OECD,Low income,226,7011,Cost of fruits,PPP dollar per person per day,0.49,0.3
Uganda,2017,76.804,42.75,6.15,9.83,13.82,20.4,49.81,1768.0,41166588.0,31617586.2,9549002.0,0.0,Africa,Non-OECD,Low income,226,7012,Cost of oils and fats,PPP dollar per person per day,0.18,0.28
Uganda,2017,76.804,42.75,6.15,9.83,13.82,20.4,49.81,1768.0,41166588.0,31617586.2,9549002.0,0.0,Africa,Non-OECD,Low income,226,7005,Percentage of the population unable to afford a healthy diet (percent),%,74.3,71.4
Uganda,2017,76.804,42.75,6.15,9.83,13.82,20.4,49.81,1768.0,41166588.0,31617586.2,9549002.0,0.0,Africa,Non-OECD,Low income,226,7006,Number of people unable to afford a healthy diet (million),million No,29.8,32.7
Uruguay,2017,4.76,38.898,6.1579999999999995,10.718,15.431999999999999,22.220000000000002,45.47,20658.0,3436645.0,163584.3,3273061.0,1.470080365,Americas,Non-OECD,High income,234,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,2.87,3.31
Uruguay,2017,4.76,38.898,6.1579999999999995,10.718,15.431999999999999,22.220000000000002,45.47,20658.0,3436645.0,163584.3,3273061.0,1.470080365,Americas,Non-OECD,High income,234,7007,Cost of starchy staples,PPP dollar per person per day,0.38,0.44
Uruguay,2017,4.76,38.898,6.1579999999999995,10.718,15.431999999999999,22.220000000000002,45.47,20658.0,3436645.0,163584.3,3273061.0,1.470080365,Americas,Non-OECD,High income,234,7008,Cost of animal source foods,PPP dollar per person per day,0.62,0.79
Uruguay,2017,4.76,38.898,6.1579999999999995,10.718,15.431999999999999,22.220000000000002,45.47,20658.0,3436645.0,163584.3,3273061.0,1.470080365,Americas,Non-OECD,High income,234,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.49,0.48
Uruguay,2017,4.76,38.898,6.1579999999999995,10.718,15.431999999999999,22.220000000000002,45.47,20658.0,3436645.0,163584.3,3273061.0,1.470080365,Americas,Non-OECD,High income,234,7010,Cost of vegetables,PPP dollar per person per day,0.99,0.67
Uruguay,2017,4.76,38.898,6.1579999999999995,10.718,15.431999999999999,22.220000000000002,45.47,20658.0,3436645.0,163584.3,3273061.0,1.470080365,Americas,Non-OECD,High income,234,7011,Cost of fruits,PPP dollar per person per day,0.54,0.81
Uruguay,2017,4.76,38.898,6.1579999999999995,10.718,15.431999999999999,22.220000000000002,45.47,20658.0,3436645.0,163584.3,3273061.0,1.470080365,Americas,Non-OECD,High income,234,7012,Cost of oils and fats,PPP dollar per person per day,0.07,0.11
Uruguay,2017,4.76,38.898,6.1579999999999995,10.718,15.431999999999999,22.220000000000002,45.47,20658.0,3436645.0,163584.3,3273061.0,1.470080365,Americas,Non-OECD,High income,234,7005,Percentage of the population unable to afford a healthy diet (percent),%,31.1,37.8
Uruguay,2017,4.76,38.898,6.1579999999999995,10.718,15.431999999999999,22.220000000000002,45.47,20658.0,3436645.0,163584.3,3273061.0,1.470080365,Americas,Non-OECD,High income,234,7006,Number of people unable to afford a healthy diet (million),million No,1.1,1.3
